9980, 424, 2.75
9992, 418, 2.74
10003, 412, 2.74
10024, 419, 2.73
10036, 413, 2.75
10047, 421, 2.75
10058, 417, 2.75
10070, 412, 2.75
10082, 420, 2.75
10093, 420, 2.75
10104, 413, 2.75
10116, 418, 2.76
10155, 422, 2.73
10173, 423, 2.73
10185, 411, 2.75
10196, 417, 2.76
10208, 415, 2.75
10219, 412, 2.77
10230, 424, 2.75
10242, 420, 2.75
10254, 412, 2.75
10265, 414, 2.77
10276, 419, 2.76
10288, 417, 2.75
10299, 418, 2.75
10310, 417, 2.76
10322, 412, 2.76
10334, 411, 2.78
10345, 420, 2.77
10356, 424, 2.74
10368, 411, 2.76
10389, 415, 2.75
10400, 409, 2.77
10412, 417, 2.77
10424, 422, 2.75
10435, 414, 2.75
10446, 416, 2.77
10458, 417, 2.75
10469, 414, 2.75
10480, 415, 2.77
10492, 424, 2.75
10504, 418, 2.74
10515, 414, 2.76
10526, 419, 2.75
10537, 410, 2.76
10549, 417, 2.77
10561, 425, 2.75
10572, 414, 2.75
10584, 409, 2.77
10595, 418, 2.77
10606, 418, 2.75
10617, 415, 2.75
10630, 423, 2.75
10641, 415, 2.75
10652, 412, 2.76
10663, 418, 2.77
10675, 421, 2.75
10686, 420, 2.73
10698, 414, 2.76
10710, 414, 2.75
10730, 417, 2.76
10742, 424, 2.75
10754, 414, 2.75
10765, 411, 2.77
10776, 421, 2.76
10787, 416, 2.75
10800, 415, 2.77
10811, 419, 2.77
10822, 418, 2.75
10833, 412, 2.76
10845, 414, 2.77
10856, 419, 2.75
10868, 414, 2.75
10880, 422, 2.75
10891, 420, 2.74
10902, 410, 2.75
10913, 415, 2.77
10925, 422, 2.75
10937, 418, 2.74
10948, 417, 2.75
10959, 420, 2.75
10971, 412, 2.76
10982, 414, 2.77
10993, 418, 2.77
11005, 415, 2.76
11017, 415, 2.76
11028, 417, 2.77
11039, 416, 2.75
11061, 417, 2.75
11072, 416, 2.74
11083, 413, 2.75
11095, 418, 2.76
11106, 418, 2.75
11118, 413, 2.75
11156, 413, 2.75
11175, 419, 2.75
11187, 415, 2.75
11198, 416, 2.76
11210, 419, 2.76
11222, 414, 2.75
11233, 414, 2.77
11244, 419, 2.77
11255, 419, 2.75
11267, 413, 2.75
11279, 415, 2.77
11290, 416, 2.76
11301, 419, 2.75
11313, 424, 2.75
11324, 417, 2.74
11335, 410, 2.75
11347, 412, 2.77
11359, 421, 2.76
11370, 420, 2.74
11381, 420, 2.75
11393, 417, 2.75
11404, 409, 2.77
11416, 423, 2.74
11437, 418, 2.73
11448, 419, 2.74
11460, 418, 2.75
11471, 409, 2.76
11483, 415, 2.77
11494, 422, 2.75
11505, 416, 2.75
11516, 412, 2.76
11529, 423, 2.75
11540, 420, 2.73
11551, 413, 2.74
11563, 418, 2.76
11574, 420, 2.75
11586, 415, 2.75
11597, 417, 2.76
11609, 422, 2.75
11620, 415, 2.75
11631, 414, 2.76
11642, 417, 2.77
11655, 416, 2.75
11666, 415, 2.76
11677, 419, 2.76
11688, 418, 2.75
11700, 409, 2.76
11711, 416, 2.77
11723, 421, 2.75
11735, 419, 2.74
11746, 422, 2.75
11767, 406, 2.76
11779, 418, 2.77
11790, 424, 2.75
11801, 418, 2.74
11812, 420, 2.75
11824, 416, 2.75
11836, 408, 2.77
11847, 415, 2.77
11858, 426, 2.75
11870, 418, 2.73
11881, 412, 2.76
11892, 414, 2.77
11905, 415, 2.76
11916, 414, 2.77
11927, 423, 2.75
11938, 419, 2.74
11950, 409, 2.76
11961, 419, 2.77
11973, 421, 2.75
11984, 414, 2.75
11996, 418, 2.76
12007, 421, 2.75
12018, 413, 2.75
12029, 413, 2.77
12042, 422, 2.76
12053, 416, 2.75
12064, 415, 2.77
12076, 417, 2.77
12087, 416, 2.76
12108, 422, 2.75
12120, 418, 2.74
12158, 417, 2.73
12178, 422, 2.74
12189, 418, 2.73
12200, 412, 2.75
12212, 412, 2.77
12223, 419, 2.76
12234, 420, 2.75
12247, 420, 2.75
12258, 420, 2.75
12269, 407, 2.76
12280, 410, 2.78
12292, 424, 2.77
12303, 420, 2.74
12315, 412, 2.76
12326, 417, 2.77
12338, 417, 2.75
12349, 411, 2.77
12360, 422, 2.76
12371, 421, 2.75
12384, 413, 2.75
12395, 416, 2.77
12406, 421, 2.75
12418, 418, 2.74
12429, 416, 2.76
12440, 416, 2.76
12452, 411, 2.75
12473, 424, 2.74
12485, 419, 2.73
12496, 412, 2.76
12508, 416, 2.77
12519, 414, 2.76
12530, 416, 2.77
12541, 418, 2.77
12554, 415, 2.75
12565, 415, 2.76
12576, 417, 2.77
12588, 419, 2.75
12599, 413, 2.75
12610, 416, 2.77
12622, 418, 2.75
12634, 415, 2.75
12645, 419, 2.76
12656, 421, 2.75
12667, 417, 2.75
12679, 414, 2.76
12691, 418, 2.77
12702, 414, 2.76
12713, 418, 2.77
12725, 418, 2.77
12736, 410, 2.77
12747, 414, 2.77
12760, 422, 2.76
12771, 420, 2.74
12782, 411, 2.75
12804, 413, 2.75
12815, 414, 2.76
12826, 423, 2.75
12837, 425, 2.73
12849, 413, 2.74
12861, 410, 2.77
12872, 414, 2.77
12883, 418, 2.76
12895, 424, 2.75
12906, 423, 2.73
12917, 410, 2.75
12930, 407, 2.79
12941, 419, 2.77
12952, 420, 2.75
12963, 417, 2.75
12975, 417, 2.76
12986, 412, 2.76
12998, 414, 2.76
13009, 419, 2.76
13021, 418, 2.75
13032, 417, 2.75
13043, 417, 2.76
13054, 417, 2.76
13067, 414, 2.76
13078, 419, 2.77
13089, 423, 2.75
13101, 414, 2.75
13112, 414, 2.77
13123, 418, 2.76
13172, 411, 2.76
13191, 419, 2.77
13203, 416, 2.75
13214, 415, 2.75
13225, 420, 2.75
13237, 414, 2.75
13248, 408, 2.77
13259, 422, 2.77
13272, 425, 2.73
13283, 413, 2.74
13294, 412, 2.77
13305, 419, 2.76
13317, 416, 2.75
13328, 417, 2.76
13340, 422, 2.75
13351, 412, 2.75
13363, 413, 2.77
13374, 418, 2.77
13385, 419, 2.75
13396, 415, 2.76
13409, 418, 2.76
13420, 415, 2.76
13431, 409, 2.77
13443, 422, 2.77
13454, 421, 2.75
13466, 417, 2.74
13477, 416, 2.76
13489, 416, 2.76
13510, 421, 2.74
13521, 425, 2.73
13533, 416, 2.73
13544, 414, 2.76
13555, 416, 2.76
13566, 413, 2.76
13579, 419, 2.76
13590, 424, 2.75
13601, 412, 2.75
13613, 408, 2.77
13624, 418, 2.77
13635, 416, 2.75
13647, 414, 2.76
13659, 422, 2.75
13670, 417, 2.75
13681, 410, 2.77
13692, 421, 2.77
13704, 423, 2.75
13716, 413, 2.75
13727, 414, 2.77
13739, 423, 2.75
13750, 417, 2.75
13761, 413, 2.77
13772, 420, 2.77
13785, 416, 2.75
13796, 411, 2.77
13807, 418, 2.77
13818, 417, 2.75
13830, 419, 2.75
13851, 414, 2.75
13862, 416, 2.76
13874, 415, 2.77
13886, 418, 2.76
13897, 418, 2.75
13908, 419, 2.76
13920, 418, 2.75
13931, 414, 2.75
13942, 417, 2.77
13955, 419, 2.75
13966, 417, 2.75
13977, 417, 2.75
13988, 419, 2.75
14000, 412, 2.76
14011, 414, 2.77
14023, 422, 2.76
14034, 417, 2.75
14046, 413, 2.76
14057, 416, 2.77
14068, 417, 2.75
14080, 413, 2.77
14092, 419, 2.76
14103, 420, 2.75
14114, 415, 2.75
14126, 417, 2.76
14137, 417, 2.76
14176, 415, 2.73
14195, 411, 2.77
14216, 420, 2.75
14228, 416, 2.75
14239, 417, 2.76
14251, 416, 2.75
14262, 410, 2.77
14273, 419, 2.77
14284, 418, 2.75
14297, 414, 2.75
14308, 417, 2.76
14319, 416, 2.75
14330, 414, 2.76
14342, 421, 2.76
14353, 419, 2.75
14365, 415, 2.75
14376, 417, 2.76
14388, 417, 2.76
14399, 415, 2.75
14410, 417, 2.76
14422, 419, 2.76
14434, 414, 2.75
14445, 413, 2.77
14456, 420, 2.76
14468, 419, 2.74
14479, 413, 2.75
14490, 416, 2.77
14502, 417, 2.76
14514, 415, 2.76
14525, 422, 2.75
14536, 412, 2.76
14558, 416, 2.77
14569, 417, 2.76
14580, 416, 2.75
14592, 422, 2.75
14604, 419, 2.75
14615, 413, 2.75
14626, 413, 2.77
14638, 421, 2.75
14649, 417, 2.75
14660, 415, 2.76
14672, 417, 2.76
14684, 415, 2.75
14695, 414, 2.76
14706, 416, 2.77
14717, 418, 2.75
14729, 417, 2.75
14741, 419, 2.76
14752, 417, 2.75
14764, 411, 2.76
14775, 419, 2.76
14786, 422, 2.75
14797, 417, 2.74
14810, 415, 2.76
14821, 416, 2.76
14832, 414, 2.76
14843, 417, 2.77
14855, 420, 2.76
14866, 414, 2.76
14887, 420, 2.75
14899, 412, 2.75
14910, 418, 2.76
14922, 423, 2.75
14934, 412, 2.75
14945, 408, 2.78
14956, 419, 2.78
14967, 428, 2.74
14979, 415, 2.75
14991, 414, 2.76
15002, 414, 2.77
15013, 413, 2.77
15025, 424, 2.75
15036, 424, 2.73
15048, 415, 2.73
15059, 410, 2.77
15071, 417, 2.77
15082, 415, 2.76
15093, 418, 2.76
15105, 424, 2.75
15117, 414, 2.75
15128, 409, 2.77
15139, 417, 2.78
15178, 416, 2.75
15197, 413, 2.75
15208, 419, 2.76
15220, 421, 2.75
15232, 416, 2.75
15243, 417, 2.74
15264, 413, 2.75
15276, 417, 2.76
15287, 425, 2.74
15298, 416, 2.75
15309, 409, 2.77
15321, 418, 2.77
15333, 420, 2.75
15344, 416, 2.75
15355, 419, 2.75
15367, 414, 2.75
15378, 407, 2.77
15389, 419, 2.77
15401, 425, 2.74
15413, 415, 2.74
15424, 416, 2.75
15435, 420, 2.75
15447, 411, 2.76
15458, 414, 2.77
15470, 426, 2.75
15481, 418, 2.74
15493, 412, 2.77
15504, 415, 2.77
15515, 414, 2.77
15527, 415, 2.76
15539, 422, 2.75
15550, 417, 2.74
15561, 408, 2.77
15572, 413, 2.74
15607, 419, 2.75
15619, 419, 2.75
15630, 413, 2.75
15642, 454, 2.66
15653, 498, 2.51
15665, 523, 2.37
15676, 498, 2.34
15687, 481, 2.36
15698, 468, 2.39
15711, 448, 2.46
15722, 461, 2.49
15733, 453, 2.51
15745, 440, 2.55
15756, 445, 2.58
15767, 451, 2.57
15779, 448, 2.56
15791, 473, 2.52
15802, 516, 2.40
15813, 596, 2.18
15824, 662, 1.98
15836, 686, 1.84
15848, 681, 1.76
15859, 679, 1.73
15870, 691, 1.70
15882, 692, 1.68
15893, 692, 1.68
15904, 662, 1.70
15917, 589, 1.79
16002, 233, 2.36
16013, 231, 3.03
16024, 243, 3.65
16035, 262, 3.98
16047, 275, 4.08
16059, 294, 4.02
16070, 321, 3.83
16081, 334, 3.62
16093, 356, 3.44
16104, 374, 3.27
16115, 381, 3.14
16128, 390, 3.04
16139, 411, 2.93
16150, 434, 2.80
16218, 510, 2.54
16236, 531, 2.37
16247, 557, 2.23
16260, 576, 2.13
16271, 584, 2.06
16282, 570, 2.03
16293, 530, 2.08
16305, 485, 2.19
16316, 429, 2.36
16328, 363, 2.64
16339, 313, 3.00
16351, 276, 3.39
16362, 248, 3.79
16373, 241, 4.17
16385, 246, 4.25
16406, 266, 4.28
16417, 288, 4.14
16430, 309, 3.91
16441, 327, 3.73
16452, 350, 3.52
16463, 370, 3.31
16475, 391, 3.15
16486, 415, 2.98
16498, 433, 2.82
16509, 443, 2.71
16521, 460, 2.63
16532, 474, 2.53
16543, 478, 2.48
16555, 485, 2.43
16567, 489, 2.40
16578, 492, 2.37
16589, 502, 2.34
16601, 498, 2.33
16612, 499, 2.31
16623, 514, 2.29
16635, 569, 2.19
16647, 621, 2.04
16658, 654, 1.92
16669, 645, 1.86
16680, 617, 1.85
16692, 603, 1.87
16704, 588, 1.91
16715, 557, 1.97
16736, 448, 2.17
16748, 375, 2.46
16759, 316, 2.84
16771, 278, 3.29
16782, 248, 3.74
16793, 227, 4.19
16804, 224, 4.52
16817, 221, 4.71
16828, 227, 4.77
16839, 248, 4.69
16850, 263, 4.49
16862, 267, 4.33
16873, 281, 4.20
16885, 310, 3.95
16897, 337, 3.68
16908, 356, 3.47
16919, 374, 3.28
16930, 386, 3.12
16942, 403, 3.00
16954, 426, 2.87
16965, 444, 2.73
16976, 457, 2.63
16988, 474, 2.55
16999, 478, 2.48
17010, 478, 2.44
17022, 497, 2.40
17034, 516, 2.33
17045, 521, 2.27
17056, 551, 2.20
17078, 554, 2.14
17089, 614, 2.03
17100, 640, 1.93
17112, 663, 1.84
17123, 672, 1.79
17135, 666, 1.76
17146, 636, 1.77
17158, 609, 1.82
17197, 421, 2.09
17215, 356, 2.44
17226, 293, 2.91
17239, 261, 3.42
17250, 237, 3.90
17261, 219, 4.33
17272, 209, 4.73
17284, 200, 5.03
17296, 187, 5.29
17307, 194, 5.44
17318, 216, 5.31
17330, 225, 5.10
17341, 233, 4.94
17352, 252, 4.73
17363, 273, 4.42
17376, 298, 4.13
17387, 327, 3.84
17398, 346, 3.58
17410, 346, 3.42
17421, 358, 3.32
17442, 378, 3.16
17454, 402, 3.04
17465, 419, 2.90
17477, 433, 2.78
17488, 461, 2.66
17500, 503, 2.50
17511, 539, 2.33
17522, 618, 2.12
17533, 681, 1.93
17546, 735, 1.75
17557, 754, 1.65
17568, 768, 1.58
17580, 753, 1.55
17591, 713, 1.57
17602, 691, 1.61
17614, 655, 1.67
17626, 637, 1.72
17637, 633, 1.77
17648, 628, 1.80
17659, 605, 1.84
17671, 587, 1.90
17683, 563, 1.96
17694, 514, 2.06
17705, 461, 2.23
17717, 407, 2.45
17728, 346, 2.75
17739, 287, 3.16
17752, 238, 3.69
17763, 152, 4.51
17783, 126, 5.52
17796, 109, 6.47
17807, 124, 7.08
17818, 154, 7.04
17829, 185, 6.44
17841, 215, 5.78
17852, 245, 5.19
17864, 285, 4.54
17875, 315, 4.08
17887, 339, 3.74
17898, 364, 3.44
17909, 395, 3.18
17921, 436, 2.93
17933, 462, 2.73
17944, 475, 2.58
17955, 490, 2.48
17967, 535, 2.34
17978, 572, 2.19
17989, 594, 2.08
18001, 613, 1.99
18013, 621, 1.92
18024, 672, 1.83
18035, 690, 1.76
18046, 710, 1.70
18058, 698, 1.67
18070, 685, 1.67
18081, 678, 1.68
18093, 678, 1.69
18114, 665, 1.71
18125, 631, 1.75
18137, 605, 1.82
18148, 568, 1.90
18159, 526, 2.01
18198, 271, 2.52
18217, 208, 3.26
18229, 151, 4.23
18240, 114, 5.44
18251, 84, 6.87
18263, 54, 8.47
18274, 43, 10.24
18286, 57, 11.38
18297, 80, 10.83
18309, 106, 9.88
18320, 135, 8.73
18331, 156, 7.61
18342, 180, 6.74
18355, 215, 5.96
18366, 253, 5.17
18377, 280, 4.56
18388, 305, 4.17
18400, 326, 3.86
18411, 334, 3.62
18423, 354, 3.44
18435, 392, 3.21
18446, 425, 2.96
18457, 464, 2.74
18468, 562, 2.40
18490, 613, 2.15
18501, 646, 1.98
18512, 660, 1.86
18524, 693, 1.77
18536, 717, 1.70
18547, 741, 1.63
18558, 730, 1.60
18570, 737, 1.59
18581, 762, 1.55
18592, 747, 1.55
18605, 734, 1.56
18616, 706, 1.58
18627, 688, 1.62
18638, 669, 1.66
18650, 647, 1.71
18662, 622, 1.77
18673, 609, 1.83
18684, 600, 1.87
18696, 565, 1.94
18707, 530, 2.03
18718, 491, 2.16
18731, 435, 2.33
18742, 372, 2.60
18753, 318, 2.96
18764, 253, 3.43
18776, 186, 4.14
18787, 135, 5.14
18799, 92, 6.40
18820, 59, 7.77
18831, 57, 9.23
18842, 58, 10.24
18854, 77, 10.63
18866, 95, 10.06
18877, 99, 9.39
18888, 110, 9.01
18899, 141, 8.16
18911, 160, 7.27
18923, 179, 6.63
18934, 207, 5.99
18946, 235, 5.31
18957, 259, 4.81
18968, 294, 4.37
18979, 319, 3.97
18992, 338, 3.67
19003, 374, 3.39
19014, 419, 3.08
19025, 473, 2.77
19037, 514, 2.53
19048, 527, 2.36
19060, 539, 2.25
19072, 572, 2.15
19083, 635, 2.00
19094, 671, 1.87
19105, 678, 1.79
19117, 688, 1.74
19129, 705, 1.69
19140, 726, 1.65
19161, 714, 1.63
19200, 690, 1.65
19219, 693, 1.66
19230, 684, 1.67
19241, 661, 1.70
19253, 631, 1.75
19264, 582, 1.84
19276, 495, 2.00
19288, 389, 2.31
19299, 277, 2.83
19310, 183, 3.63
19321, 129, 4.73
19333, 96, 6.09
19344, 55, 7.77
19356, 20, 10.24
19367, 8, 13.41
19379, 8, 15.64
19390, 11, 17.07
19401, 34, 16.56
19412, 62, 14.08
19425, 90, 11.73
19436, 138, 9.39
19447, 190, 7.36
19459, 236, 5.90
19470, 274, 4.98
19481, 291, 4.42
19493, 302, 4.07
19505, 323, 3.81
19525, 373, 3.41
19537, 395, 3.17
19549, 420, 2.97
19560, 433, 2.81
19571, 465, 2.66
19582, 527, 2.45
19594, 545, 2.28
19606, 556, 2.18
19617, 579, 2.10
19629, 610, 2.00
19640, 671, 1.88
19651, 735, 1.74
19662, 734, 1.66
19675, 709, 1.63
19686, 688, 1.65
19697, 690, 1.66
19708, 692, 1.66
19720, 664, 1.69
19731, 652, 1.72
19743, 619, 1.78
19755, 581, 1.86
19766, 544, 1.97
19777, 487, 2.11
19788, 411, 2.35
19800, 325, 2.73
19812, 248, 3.27
19823, 187, 4.04
19834, 150, 4.96
19846, 111, 6.16
19867, 62, 7.88
19878, 71, 9.01
19890, 92, 9.31
19901, 131, 8.66
19912, 155, 7.66
19923, 175, 6.83
19936, 218, 5.96
19947, 254, 5.14
19958, 276, 4.58
19970, 306, 4.16
19981, 346, 3.73
19993, 375, 3.38
20004, 414, 3.09
20016, 449, 2.84
20027, 465, 2.66
20038, 488, 2.51
20049, 510, 2.40
20062, 522, 2.31
20073, 519, 2.26
20084, 519, 2.24
20096, 511, 2.24
20107, 490, 2.28
20118, 509, 2.28
20130, 542, 2.23
20142, 534, 2.19
20153, 521, 2.20
20164, 505, 2.23
20203, 394, 2.44
20232, 352, 2.72
20243, 324, 3.01
20254, 303, 3.30
20265, 294, 3.55
20278, 284, 3.72
20289, 279, 3.86
20300, 301, 3.84
20312, 320, 3.71
20323, 334, 3.56
20334, 370, 3.37
20346, 408, 3.11
20358, 435, 2.89
20369, 457, 2.73
20380, 473, 2.60
20391, 482, 2.49
20403, 504, 2.40
20415, 535, 2.29
20426, 563, 2.18
20438, 597, 2.07
20449, 628, 1.97
20460, 642, 1.89
20471, 639, 1.85
20484, 648, 1.82
20495, 654, 1.79
20506, 643, 1.79
20517, 638, 1.80
20529, 606, 1.83
20540, 548, 1.93
20552, 480, 2.20
20573, 340, 2.57
20584, 293, 3.02
20596, 261, 3.50
20608, 233, 3.97
20619, 217, 4.43
20630, 211, 4.77
20641, 201, 5.01
20653, 201, 5.19
20665, 217, 5.14
20676, 244, 4.88
20687, 272, 4.54
20699, 301, 4.19
20710, 340, 3.77
20721, 371, 3.43
20733, 409, 3.14
20745, 434, 2.90
20756, 441, 2.75
20767, 465, 2.63
20779, 512, 2.46
20791, 540, 2.31
20802, 559, 2.20
20813, 573, 2.12
20825, 578, 2.06
20836, 583, 2.02
20847, 597, 1.99
20858, 566, 2.00
20871, 523, 2.07
20882, 462, 2.23
20902, 354, 2.54
20915, 315, 2.93
20926, 273, 3.34
20937, 236, 3.83
20948, 218, 4.32
20960, 214, 4.64
20971, 220, 4.81
20983, 237, 4.79
20995, 255, 4.62
21006, 269, 4.40
21017, 298, 4.14
21028, 326, 3.83
21040, 358, 3.52
21052, 395, 3.25
21063, 431, 2.97
21074, 450, 2.77
21086, 478, 2.61
21097, 512, 2.44
21109, 533, 2.31
21121, 544, 2.21
21132, 562, 2.15
21143, 560, 2.10
21154, 568, 2.07
21166, 549, 2.08
21204, 392, 2.33
21224, 348, 2.64
21235, 318, 3.00
21246, 305, 3.30
21258, 292, 3.52
21279, 295, 3.68
21291, 294, 3.74
21302, 299, 3.78
21313, 314, 3.73
21325, 320, 3.63
21337, 340, 3.53
21348, 363, 3.37
21359, 374, 3.22
21370, 392, 3.09
21382, 426, 2.92
21394, 456, 2.73
21405, 491, 2.55
21416, 532, 2.38
21428, 562, 2.23
21439, 578, 2.11
21450, 590, 2.04
21463, 609, 1.98
21474, 636, 1.90
21485, 640, 1.86
21496, 626, 1.85
21508, 576, 1.90
21519, 517, 2.02
21531, 447, 2.22
21542, 368, 2.51
21554, 313, 2.90
21565, 286, 3.31
21576, 260, 3.68
21587, 244, 4.04
21609, 245, 4.22
21620, 250, 4.33
21632, 269, 4.30
21644, 282, 4.16
21655, 299, 3.98
21666, 337, 3.72
21678, 362, 3.44
21689, 380, 3.23
21700, 411, 3.04
21712, 440, 2.84
21724, 458, 2.68
21735, 483, 2.55
21746, 534, 2.38
21757, 568, 2.21
21769, 595, 2.09
21781, 608, 2.00
21792, 595, 1.96
21804, 588, 1.96
21815, 577, 1.98
21826, 547, 2.02
21837, 490, 2.14
21850, 438, 2.32
21861, 380, 2.57
21872, 328, 2.88
21883, 291, 3.26
21895, 262, 3.66
21906, 230, 4.08
21918, 211, 4.52
21929, 220, 4.67
21950, 233, 4.75
21962, 253, 4.64
21974, 271, 4.40
21985, 308, 4.08
21996, 353, 3.69
22007, 380, 3.35
22019, 406, 3.10
22031, 448, 2.86
22042, 475, 2.64
22053, 500, 2.48
22065, 531, 2.34
22076, 553, 2.22
22087, 564, 2.14
22099, 569, 2.09
22111, 563, 2.07
22122, 568, 2.04
22133, 577, 2.03
22145, 582, 2.02
22156, 558, 2.03
22168, 516, 2.11
22206, 297, 2.55
22225, 269, 3.06
22237, 247, 3.60
22248, 252, 3.98
22259, 262, 4.16
22272, 274, 4.16
22283, 293, 4.07
22294, 310, 3.88
22316, 353, 3.56
22327, 375, 3.31
22338, 389, 3.13
22349, 416, 2.97
22361, 446, 2.80
22372, 469, 2.63
22384, 482, 2.53
22395, 495, 2.44
22407, 496, 2.37
22418, 522, 2.30
22429, 550, 2.22
22440, 576, 2.12
22453, 577, 2.06
22464, 569, 2.05
22475, 538, 2.07
22487, 493, 2.17
22498, 450, 2.32
22509, 384, 2.55
22521, 309, 2.92
22533, 266, 3.38
22544, 242, 3.83
22555, 237, 4.17
22566, 243, 4.40
22579, 257, 4.40
22590, 268, 4.30
22601, 288, 4.16
22612, 316, 3.91
22624, 345, 3.61
22635, 433, 3.15
22657, 480, 2.77
22668, 535, 2.48
22679, 607, 2.20
22691, 703, 1.92
22703, 762, 1.72
22714, 776, 1.61
22725, 742, 1.57
